HourlyPressureTendency,HourlyRelativeHumidity,HourlyWetBulbTemperature,LATITUDE,HourlyWindGustSpeed,HourlyPressureChange,LONGITUDE,DATE
,79.403880866426,12.28290676416819,37.45,25.080479452054796,,-106.8,1
,84.38430493273543,3.405114401076716,65.987575,32.0,,29.239381,1
3.9274193548387095,74.53225806451613,74.9919028340081,12.9994444,,-0.0004435483870967,100.0666666,1
4.100806451612903,76.99326851159312,27.38230884557721,42.80667,20.941176470588236,-0.0018951612903225,-72.00126,1
4.598382749326146,79.64959568733154,24.266846361185983,44.366666599999995,,0.001455525606469,141.7,1
4.153526970954357,81.29460580912863,43.85892116182573,27.3333333,17.6,-0.0002489626556016,117.4666667,1
9.0,72.10330578512396,67.57851239669421,14.2333333,,,76.4333333,1
4.423387096774194,75.39531680440771,34.319559228650135,41.4333333,,-0.0015725806451612,22.0333333,1
,83.08210645526614,,50.9333333,34.22818791946309,,3.65,1
4.877883310719132,82.67794316644114,38.32205683355886,52.2166666,,-0.0020081411126187,-0.4833333,1
4.2439024390243905,71.41397228637413,-5.146341463414634,61.028479,24.529411764705884,8.130081300813034e-05,69.086067,1
4.443548387096774,84.49087003222341,59.170967741935485,27.91255,26.969072164948457,0.0004032258064516,-82.68555,1
4.433198380566802,83.59919028340082,5.396761133603239,59.5333333,25.0,-0.0006072874493927,45.4666666,1
,65.97517730496453,,2.4544,20.0,,-76.609319,1
4.636363636363637,83.6195652173913,67.63636363636364,-21.7915,,-0.003030303030303,-43.386778,1
5.130081300813008,,,-17.5333333,,0.0011788617886178,118.95,1
,63.66022380467955,31.32903558535327,34.47083,27.031413612565444,,-97.95083,1
,77.19822485207101,,0.505228,,,-76.500836,1
4.7700650759219085,77.22314049586777,67.87603305785125,-28.95,17.728070175438596,-0.0013232104121475,31.7,1
4.4384949348769895,,,39.35,,0.0005933429811866,-74.42,1
5.118571428571428,60.86714285714286,22.505714285714287,47.3333333,,-0.0006,12.7333333,1
4.466847090663058,85.390642303433,36.16508795669824,51.450139,36.04895104895105,-0.0010554803788903,5.374527999999999,1
4.044534412955466,74.68261269549218,38.41068139963168,32.71311,27.14516129032258,-0.0002024291497975,-96.26878,1
9.0,76.55263157894737,,-15.55,,,28.25,1
,83.81270182992465,,42.7752,36.06944444444444,,141.692283,1
4.700404858299595,87.82520325203252,30.5,46.8,25.0,8.097165991902833e-05,38.2666666,1
,82.99392302498312,,42.2,30.0,,-1.45,1
4.275303643724697,82.83545647558387,26.353326063249728,42.48333,25.757396449704142,-0.0004858299595141,-76.46667,1
,,,45.28,,,-86.98,1
9.0,89.58666666666667,77.42424242424242,-0.4666666,,,-79.3333333,1
4.187755102040816,78.63265306122449,-8.342857142857143,62.75,22.0,0.0001632653061224,71.6666666,1
5.767663043478261,86.04901079136691,30.67750677506775,47.260219,35.22222222222222,0.0077717391304347,11.343964,1
,88.29203539823008,,60.05,,,10.6833333,1
4.732793522267206,80.76923076923077,78.83400809716599,-8.640647,,0.0017004048582995,122.236889,1
,85.03981106612686,,44.547019,,,7.623217,1
8.0,92.0,26.0,64.5,27.0,0.08,14.2166666,1
3.6056338028169015,77.47814910025707,35.35078534031414,39.4716,24.21818181818182,-0.0059154929577464,-76.1697,1
4.253246753246753,78.60130718954248,-8.176470588235293,66.0333333,,0.0004545454545454,68.6833333,1
,67.24480151228734,34.763862332695986,33.17528,22.21802935010482,,-97.82833,1
,75.8013698630137,,58.1666666,13.8125,,-116.3333333,1
,89.0121130551817,,60.25,,,24.05,1
4.882352941176471,59.77396280400572,74.96253602305475,-21.8,,0.0038914027149321,139.9166666,1
4.58546571136131,65.460593654043,17.239837398373982,49.1333333,29.467532467532468,0.0015455475946775,-113.8166666,1
,64.75167785234899,,22.9166666,,,93.6833333,1
,72.43589743589743,,-15.9,,,-52.2333333,1
4.850828729281768,84.93370165745857,43.100828729281766,40.6666666,,-0.0005939226519337,-3.1666666,1
4.444102564102564,85.60932642487046,16.736842105263158,46.0666666,21.0,0.0004205128205128,-74.55,1
9.0,27.95609756097561,55.0,13.372894,,,12.626686,1
9.0,71.12903225806451,57.806451612903224,23.3166666,,,75.05,1
3.9444444444444446,72.33088235294117,60.00735294117647,-26.5,,0.0005555555555555,29.9833333,1
4.0928571428571425,58.36690647482014,62.75539568345324,-38.386911,,0.0011428571428571,-60.329711,1
4.456730769230769,81.92307692307692,41.57211538461539,27.7333333,13.333333333333334,0.004375,106.95000000000002,1
4.125,76.80948553054662,31.508842443729904,39.30218,24.84263959390863,-0.000524193548387,-80.22392,1
4.643337819650068,84.86976115367283,41.694481830417224,47.153189,32.17391304347826,-0.0018707940780619,-1.610725,1
4.592741935483871,90.57200538358008,16.030955585464334,60.4666666,15.333333333333334,0.0020564516129032,23.65,1
5.042553191489362,79.31489361702128,33.82553191489362,41.05,,0.0005531914893617,65.2833333,1
4.716599190283401,81.38461538461539,36.83400809716599,45.5166666,23.6,-0.0014170040485829,32.7,1
4.491525423728813,90.85790527018013,28.560535117056855,47.39746,23.825,0.0021186440677966,-120.20124,1
4.6396761133603235,68.39676113360323,8.016194331983806,51.15,36.0,-0.000242914979757,82.2,1
4.4,70.65,40.30833333333333,30.7333333,36.55555555555556,0.0008333333333333,122.45,1
,83.24560496380559,,-12.269444,33.549107142857146,,136.818333,1
,75.76442307692308,,1.543108,,,11.581361,1
4.218623481781377,64.25101214574899,-4.012145748987854,49.5666666,22.0,-0.0019028340080971,111.9666666,1
4.735930735930736,79.16017316017316,4.70995670995671,47.8,,0.0006060606060606,82.833,1
8.992125984251969,59.93827160493827,57.57407407407408,22.5833333,,0.0266666666666666,91.7,1
4.781376518218623,54.89594594594595,32.5554054054054,35.593494,,0.0020242914979757,129.351722,1
,82.29846014492753,15.125,45.986,24.70769230769231,,-95.992,1
4.524229074889868,78.48991354466858,-2.3912103746397695,70.63678,38.448377581120944,0.0039207048458149,-160.01314,1
4.204878048780488,74.85669125395152,35.09268292682927,31.780019,,0.0012195121951219,117.298436,1
9.0,82.50645161290322,,4.896056,,,-1.774756,1
4.429268292682927,85.28292682926829,44.88292682926829,30.6833333,,0.0033170731707317,107.8,1
,,,48.3055,,,-95.8744,1
4.067385444743936,89.46215853112405,34.22702702702703,55.525942,29.25875190258752,-0.0102964959568733,8.553403,1
4.817073170731708,79.8,-1.5761316872427984,54.2166666,,-0.0017073170731707,96.9666666,1
5.57258064516129,81.99193548387096,77.0241935483871,9.2833333,,0.0007258064516129,103.4666666,1
,75.851150202977,,-19.765,24.0,,-47.964778,1
